contentid,contenttypeid,title,homepage,overview,tel,telname,createdtime,modifiedtime,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel
2572851,32,모닝듀 게스트 하우스(모닝듀),"<a href=""https://morningdewbusan.modoo.at/""target=""_blank"">https://morningdewbusan.modoo.at/</a>","CATNAP은 대한민국 건축상을 수상한 독특한 건축물로, 게스트하우스 운영을 목적으로 지어진 건물입니다. 부산역에서 도보로 약 6분 거리에 위치해 있어 교통이 편리합니다.",,,20181204202936,20241127144650,http://tong.visitkorea.or.kr/cms/resource/58/2571658_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2571658_image2_1.jpg,Type3,6,5,26,170,AC,AC06,AC060200,B02,B0201,B02011100,부산광역시 동구 초량중로21번길 5-2,(초량동),48819,129.0364337920,35.1141493149,
2832729,39,모모스커피 본점,"<a href=""https://www.instagram.com/momos_coffee""target=""_blank"" title=""새창: 모모스커피 홈페이지로 이동"">https://www.instagram.com/momos_coffee</a>","부산 금정구에 위치한 모모스커피 본점은 품질 좋고 맛있는 커피로 유명하다. 오래된 건물 정원에서 운치 있게 커피를 맛볼 수 있어 인기이며, 2019년 월드 바리스타 챔피언십에서 우승한 바리스타를 배출한 곳으로 소문이 났다. 로스팅 룸과 베이킹 실이 있어 매일매일 특별하고 맛있는 커피와 빵을 제공한다. 매장 내부는 넓은 편으로 분위기가 있어 연인과 함께 시간을 보내기에도 좋다. 오랜 시간 같은 장소에서 주민들과 관광객의 사랑을 받는 모모스는 온천장역 2번 출구에서 가깝다. 주차장은 따로 마련되어 있지 않다. 각기 다른 매력을 가진 고품질의 커피를 통해 또 다른 즐거움을 느낄 수 있는 오늘의 커피를 추천한다.",,,20220804165728,20250527182343,http://tong.visitkorea.or.kr/cms/resource/27/2832727_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2832727_image3_1.jpg,Type3,6,2,26,410,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 금정구 오시게로 20 (부곡동),,46311,129.0864960018,35.2192717995,6
820382,39,목장원,"<a title=""새창 : 목장원 홈페이지로 이동"" href=""http://www.mokjangwon.co.kr"" target=""_blank"">http://www.mokjangwon.co.kr</a>","목장원은 부산 영도구에 위치한 갈비 전문점이다. 신선한 재료를 사용하는 이곳은 오랜 역사를 자랑하는 곳이다. 200평 규모에 좌석은 160석 정도 배치되어 있어, 모임을 하기에 적합한 장소로 알려져 있다. 단체룸에는 빔프로젝터 스크린이 설치되어 있다. 메뉴는 갈빗살, 안창살, 꽃등심 등 한우를 부위별로 맛볼 수 있고, 곰탕, 냉면, 갈비탕 등 식사 메뉴도 준비되어 있다. 또한 이곳은 바다 앞에 자리하여 아름다운 경치를 바라보며 맛있는 소고기를 맛볼 수 있다.",,,20091015014923,20251030143424,,,,6,14,26,200,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 영도구 절영로 355,,49113,129.0573775733,35.0716572340,6
2852419,39,몽실종가돼지국밥,,"부산대학병원 옆, 아미시장 건너편에 있는 몽실종가돼지국밥은 인증받은 국내산 한돈을 사용하여 오랜시간 이상 사골 뼈를 푹 고아 만든 진국이 일품인 국밥전문점이다. 환자들도 안심하고 먹을 수 있도록 화학조미료를 전혀 첨가하지 않았으며 입맛에 따라 부추, 고추 등을 추가해서 먹으면 된다. 대표 메뉴는 돼지국밥으로 남녀노소 누구나 즐길 수 있으며 이외에도 순대국밥과 수육백반, 메밀 막국수가 준비되어 있어 다양한 메뉴 선택이 가능하다.  양도 넉넉하여 든든한 한끼 식사를 원하는 사람들에게도 아주 좋다. 매장 내부는 깔끔하고 잘 정돈되어 있어 편하고 쾌적하게 식사가 가능하다.",,,20220913115333,20250611175334,http://tong.visitkorea.or.kr/cms/resource/18/2852418_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2852418_image3_1.jpg,Type3,6,11,26,140,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 서구 까치고개로197번길 3 (아미동2가),,49241,129.0173663871,35.1001616416,6
2862337,39,몽작,"<a href=""https://www.instagram.com/mongjak_/"" target=""_blank"" title=""새창 : 몽작 인스타그램 페이지로 이동"">https://www.instagram.com/mongjak_/</a>","몽작은 가족, 친구, 연인과 프라이빗한 시간을 보낼 수 있으면서 신선한 고기와 캠핑 분위기를 동시에 즐길 수 있는 장소이다. 다양한 고기 선택과 친절한 서비스, 깨끗한 시설로 가족이나 친구들, 단체모임, 회식으로 방문하기 좋은 곳이다. 저녁 시간대에는 멋진 야경을 감상할 수 있어 더욱 매력적이며, 넓은 주차장과 함께 2층에는 단체 모임에 적합한 공간이 마련되어 있다. 곳곳에 네온사인으로 장식된 포토존에서 사진을 찍을 수도 있다.",,,20220929182715,20260102180409,,,,6,14,26,200,FD,FD02,FD020300,A05,A0502,A05020200,부산광역시 영도구 남항서로 36,,49050,129.0361429493,35.0848414795,6
304811,12,묘심사(부산),,"묘심사는 1888년 지금의 서구 토성동에서 대성사라는 이름으로 창건했다. 일제강점기인 1912년부터 임제종 포교당으로 기능했다. 일본인이 사찰을 운영하다가 해방 후에 기독교인에게 팔리기도 했는데, 당시 몇몇 신도가 성보들을 현재의 사찰 자리로 옮겼고 1960년대 무렵 관음보살좌상과 지장보살좌상, 그리고 범종과 종각 등을 가지고 와서 묘심사로 다시 창건했다. 묘심사는 부산항이 한눈에 들어오는 동구 수정동 산복도로변에 위치하는 도심 속 사찰이다. 경내에는 대웅전과 삼성각, 종각 등이 있다. 대웅전은 정면 5칸, 측면 3칸의 익공식 팔작지붕이다. 대웅전에는 금동 석가여래 좌상과 관음보살, 대세지보살이 좌우 협시하고 있다. 또 1946년 제작한 지장시왕도와 신중도가 있다. 대웅전 옆으로 유리 보호각을 둘러 씌운 지장보살 입상이 동자를 안고 서 있다. 그 뒤편 계단 위로 삼성각이 자리한다. 삼성각 내에 칠성도, 산신도와 근대에 제작된 것으로 보이는 높이 30㎝의 돌좌상이 있다. 지장보살 입상 옆으로 ‘ㄱ자’의 현대식 요사채가 있다.",,,20071129233606,20250319190029,http://tong.visitkorea.or.kr/cms/resource/32/3343332_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3343332_image3_1.jpg,Type3,6,5,26,170,HS,HS03,HS030100,A02,A0201,A02010800,부산광역시 동구 망양로 671,(수정동),48714,129.0395054026,35.1267618490,6
2776396,39,무진장횟집,,밥알처럼 잘게 썬 ‘눈꽃붕장어회’가 유명한 횟집이다. 기장식 붕장어회는 회를 뜬 것이 아니고 뼈째회로 잘게 썬 것도 아니라 채를 썬 형태로 독특한 식감을 자랑한다. 물기를 쫙 뺀 담백 고소 그 자체로 일반적으로 먹는 붕장어 회처럼 한 점씩 젓가락으로 집어 먹는 것이 아니고 숟가락으로 듬뿍 퍼서 개인에 취향에 따라 깻잎에 싸 먹거나 간장에 찍어 먹으면 된다. 포슬포슬하게 입안에서 녹는 붕장어회를 부산 기장만의 독특한 스타일로 즐기고 싶다면 이 식당을 추천한다.,,,20211119191659,20250108095613,http://tong.visitkorea.or.kr/cms/resource/86/2790886_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/86/2790886_image3_1.JPG,Type3,6,3,26,710,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 기장군 기장읍 연화1길 137,,46082,129.2261339112,35.2171162986,6
2381567,28,문탠로드,"<a href=""https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000202004001000&uc_seq=283&lang_cd=ko""target=""_blank"" title=""새창: 비짓부산 문탠로드 페이지로 이동"">https://www.visitbusan.net/kr/</a>","문탠로드는 해운대 달맞이고개에 위치해 있으며, 달빛을 받으며 가볍게 걷는 길 이란 뜻의 산책로이다. 꽃잠길, 가온길, 바투길, 함께길, 만남길의 다섯 개 테마로 이루어져 있으며, 약 1~2시간 정도 소요된다. 문탠로드를 걷는 동안 바다전망대, 체육공원, 달맞이어울마당, 해월정 등을 볼 수 있다. 문탠로드의 또다른 매력은 숲속 산책길을 걷고 있지만 옆으로는 푸른 바다가 끝없이 펼쳐진다는 것이다. 걷는 중간중간 전망대로 나가 마주하는 부산 앞바다가 쌓였던 스트레스를 날려준다.",,,20160430001154,20251128102929,http://tong.visitkorea.or.kr/cms/resource/35/3575935_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3575935_image3_1.jpg,Type1,6,16,26,350,LS,LS01,LS011900,A03,A0302,A03022700,부산광역시 해운대구 달맞이길 120,,48098,129.1756010591,35.1574970351,6
2891868,39,문토스트,"<a href=""https://www.instagram.com/moon4559""target=""_blank"" title=""새창 : 문토스트 사이트로 이동"">https://www.instagram.com/moon4559</a>","줄 서서 먹는 토스트 맛집 문토스트는 송정해수욕장 바로 앞에 있다. 자연산 치즈를 풍성하게 즐길 수 있는 모차렐라치즈가 대표 메뉴이며 치즈 먹은 새우, 베이컨치즈, 고구마치즈 등 치즈가 듬뿍 올라간 각양각색의 토스트는 물론, 커피, 라테, 셰이크, 주스, 티 등 음료 메뉴도 다양하다. 주차는 바로 앞에 있는 공영주차장을 이용하면 된다.",,,20221031162042,20250902103855,http://tong.visitkorea.or.kr/cms/resource/57/2891857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2891857_image3_1.jpg,Type3,6,16,26,350,FD,FD03,FD030200,A05,A0502,A05020200,부산광역시 해운대구 송정해변로 16 (송정동),,48072,129.2043979105,35.1809477221,6
851907,39,문화쌈밥,,한식 전문점답게 정갈하고 다양한 밑반찬이 나온다. 쌈밥을 시키면 고등어조림과 된장찌개가 나오며 합리적인 가격에 맛있는 쌈밥을 맛볼 수 있다.,,,20091030221127,20240912111844,,,,6,4,26,290,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 남구 유엔평화로 72,,48533,129.0931951234,35.1287570602,6
132805,39,물꽁식당,,"부산에 위치한 물꽁 식당은 아귀요리 전문업소로 오랜 기간 아귀만 전문으로 취급한 음식점이다.
국내산 생아귀만을 취급하여 요리하여 고객의 만족도를 높인다.
아귀찜, 아귀수육, 아귀탕을 맛볼 수 있으며 포장 및 배달도 가능하다.",,,20040227090000,20240913105355,,,,6,15,26,110,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 중구 흑교로59번길 3,,48963,129.0244017679,35.1045168387,6
2732397,12,물빛색스튜디오,"<a href=""https://mulbitsaek.co.kr/INTRO"" target=""_blank"" title=""새창: 물빛색스튜디오 공식 홈페이지로 이동"">https://mulbitsaek.co.kr</a>","부산의 물빛색스튜디오는 이색 기념사진을 찍을 수 있는 곳이다. 수조 안의 모델의 모습을 촬영하는 수중촬영을 할 수 있다. 물빛색스튜디오에는 너비 3.5m, 깊이 2.4m의 대형 단독 수조가 준비되어 있고, 그 위로 다양한 색상을 비출 수 있는 조명이 준비되어 있다. 또한, 촬영 시에 필요한 의상과 소품도 다양하게 구비되어 있다. 각종 한복과 드레스, 인어 복장 등 선택지가 다양하다. 주로 커플, 웨딩, 만삭 촬영을 하고 있다. 샤워실도 있어 세면도구가 모두 구비되어 있다. 메이크업부터 촬영까지 전문가들의 손길을 거쳐 진행된다.",,,20210810015414,20250516100204,http://tong.visitkorea.or.kr/cms/resource/64/3491264_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3491264_image3_1.jpg,Type3,6,1,26,440,EX,EX07,EX070200,A02,A0203,A02030400,부산광역시 강서구 체육공원로6번길 139-28 (대저1동),,46703,128.9797833440,35.2093737159,6
2872395,39,미동암소정,,"미동암소정은 부산 기장군에서 유명한 아홉산숲 입구 인근에 위치해 있다. 오직 국내에서만 사용되는 한우 암소 1++ 특상등급 고기만을 사용하는 곳으로 신선한 고기를 합리적인 가격으로 맛볼 수 있다. 실내가 넓은 룸형태로 되어 있어 단체 회식 등 각종 모임 장소로 손색이 없다. 대표메뉴는 생고기모듬이며 갈비꽃살(살치살), 갈비살, 꽃등심, 거미살 등 다양한 부위의 한우를 즐길 수 있다. 넓은 주차장이 구비되어 있어 차량 방문에 용이하다.",,,20221021135427,20251106094416,http://tong.visitkorea.or.kr/cms/resource/86/2872386_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/86/2872386_image3_1.JPG,Type3,6,3,26,710,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 기장군 철마면 미동길 19,,46050,129.1706423269,35.2883350627,6
309293,12,미륵사(부산),"<a href=""https://www.geumjeong.go.kr/index.geumj?menuCd=DOM_000000412003001003"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.geumjeong.go.kr</a>","미륵사는 의상대사가 범어사를 창건한 해에 원효대사가 세운 절이다. 이곳에는 한가운데 위치한 염화 전 뒤편의 거대한 바위가 스님이 좌선하는 모양과 같다고 하여 ‘좌선바위’라 불리고 있다. 이 바위는 여러 개의 바위들이 모자이크 한 듯이 어울려 있는데, 해가 지고 난 뒤 바위와 바위 사이의 금이 보이지 않게 될 때 전체로 보면 그 형상이 분명하게 드러난다. 이 좌선바위 뒤편에는 미륵불과 닮은 미륵불을 향해 좌선을 하고 있는 형상의 절묘한 터에 원효는 기도도량을 세운 것이 다. 미륵사이란 이름도 여기에서 유래했다고 한다.",,,20071130181145,20250325103121,http://tong.visitkorea.or.kr/cms/resource/99/2687599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2687599_image3_1.jpg,Type3,6,2,26,410,HS,HS03,HS030100,A02,A0201,A02010800,부산광역시 금정구 북문로 126,(금성동),46237,129.0489255467,35.2740066340,6
2869595,39,미미루,,"미미루는 부산 동래구 온천장 지하철역 근처에 위치한 전통 중화 요리 전문점이다. 이곳은 다양한 메뉴 구성으로 방문객들의 시선을 사로잡으며, 특히 식사류 메뉴마다 계란 프라이가 기본으로 올려져 나오는 곳이다. 외부 간판과 메뉴판은 실제 중국 현지 식당을 연상시키는 디자인으로 꾸며져 있어 마치 중국에 온 듯한 분위기를 자아낸다. 미미루는 푸짐한 양과 맛으로 입소문이 난 곳으로, 식사 시간대에는 웨이팅이 있을 만큼 인기가 많다. 주변에는 온천 명소인 허심청 온천탕과 자연을 느낄 수 있는 금강공원이 가까이 있어 식사 후 함께 들러 여유로운 시간을 보내기에 좋다. 미미루는 정통 중화요리를 합리적인 가격에 즐기며 이국적인 분위기까지 느낄 수 있는 매력적인 맛집이다.",,,20221018162953,20250623175841,http://tong.visitkorea.or.kr/cms/resource/80/2869580_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/80/2869580_image3_1.JPG,Type3,6,6,26,260,FD,FD02,FD020100,A05,A0502,A05020400,부산광역시 동래구 온천장로 91-1 (온천동),,47709,129.0829796339,35.2195328159,6
985921,12,미술의거리,,"부산광역시 중구에 위치한 ‘미술의 거리’는 예술과 일상이 자연스럽게 어우러지는 공간으로 다양한 전시와 체험을 통해 시민들과 관광객들에게 풍부한 문화 경험을 제공하고 있다. 미술의 거리 기념전, 부산국제영화제 특별전, 문화체험행사 등 크고 작은 전시회와 함께 각종 시연, 체험교실 및 후배 양성, 다양한 미술품의 제작과 보급 등 부산미술의 아방가르드 역할을 해오고 있다. 또한, 부산 중구의 관광벨트 내지는 문화벨트의 중심지적 역할에 충실하면서 부산문화예술의 수준 향상에 기여하고 있다.",,,20100326021758,20251023143000,http://tong.visitkorea.or.kr/cms/resource/89/3552989_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3552989_image3_1.jpg,Type1,6,15,26,110,VE,VE04,VE040100,A02,A0203,A02030600,부산광역시 중구 신창동4가,,48946,129.0279265666,35.1006395595,6
2776391,39,미청식당,,"부산 기장군 일광해수욕장 부근에 위치한 미청식당은 성게알비빔밥 전문점이다. 제철에 해녀들이 직접 캐고 손질한 자연산 '말똥성게(앙장구)'와 '보라성게'를 사용해 비리지않고 고소한 성게알밥을 판매하고 있다. 또 다른 대표메뉴로는 참가자미 물회와 제주산 갈치찌개, 구이가 있다. 갈치는 제주산으로 국내산 재료를 사용하여 건강한 맛을 낸다. 전용 주차장이 구비되어 있어 접근성이 좋다. 성게알과 해산물을 좋아한다면 방문해보는 것을 추천한다. 인근에 일광해수욕장이 있어 함께 둘러보기 좋다.",,,20211119191536,20251023143000,,,,6,3,26,710,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 기장군 일광면 기장해안로 1303,,46044,129.2331904364,35.2603115904,6
2789488,28,미포정거장,"<a href=""https://www.bluelinepark.com"" target=""_blank"" title=""새창 : 미포철길 사이트로 이동"">https://www.bluelinepark.com</a>","2013년 12월 2일 해운대 도심을 지나는 우동-기장 구간의 복선화가 완료되어 해안 절경을 관람할 수 있는 동해남부선 해안 철길은 역사 속으로 사라지고 관광시설로 조성된 미포정거장은 부산 관광명소로 자리 잡고 있다. 현재 해운대 미포, 청사포, 구역포 등 해안 절경을 끼고 있는 철로 부지는 미포와 송정역을 잇는 해변 열차와 스카이 캡슐이 운행되고 있다. 미포정거장 옆으로 나무 데크로 만든 해안 산책로가 조성되어 있어 걷다 보면 해안 절경과, 동백섬, 광안대교, 이기대, 청사포 다릿돌 전망대를 볼 수 있다. 미포정거장은 다수의 영화 촬영지로도 알려져 이곳에 와서 영화의 장면을 떠올려 보며 추억할 수 있다.",,,20211208224327,20250828102740,http://tong.visitkorea.or.kr/cms/resource/26/2800426_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2800426_image3_1.jpg,Type3,6,16,26,350,LS,LS01,LS011900,A03,A0302,A03022700,부산광역시 해운대구 달맞이길62번길 13 (중동),,48098,129.1728512790,35.1581969059,6
2784330,12,미포항,,미포항은 해운대해수욕장 동쪽 끝자락에 위치한 작은 포구로 이른 아침부터 인근 바다에서 잡아온 물고기들을 내리는 작은 어선들과 선착장에서 고기와 해산물을 사려는 사람들로 활기찬 곳이다. 그물을 손질하는 어부들의 모습과 햇볕에 말리고 있는 그물의 모습들이 주는 소소한 풍경이 있는 항구이다. 영화 ‘해운대’의 남녀 주인공이 식당과 포장마차를 운영하던 곳으로 나온 미포항은 바다를 바라보며 회와 소주 한 잔을 기울일 수 있는 명소이기도 하다. 미포항 바로 위로는 최근 한 예능 프로그램에서 나온 동해남부선 철길이 있다. 철길을 따라 탁 트인 바다를 감상하며 평상시에는 걸어볼 수 없는 철길을 걷기 위해 이곳을 찾는 발걸음이 늘고 있다. 미포항 - 동백섬 - 광안대교 - 이기대 - 오륙도를 둘러보는 코스의 해운대 관광유람선을 탈 수 있는 선착장이 있다. 낮에는 시원한 바닷바람을 맞으며 주변을 둘러볼 수 있고 밤에는 해운대 주변의 야경을 보기 위해 유람선을 타려고 이곳을 찾는 사람들도 많다. 아침을 활기차게 시작해서 한낮의 여유로움으로 편안함을 느끼고 멋진 일몰과 야경까지 즐길 수 있다.,,,20211201192117,20250311113015,http://tong.visitkorea.or.kr/cms/resource/22/3336622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3336622_image3_1.jpg,Type3,6,16,26,350,NA,NA02,NA020700,A01,A0101,A01011400,부산광역시 해운대구 중동,,48098,129.1717291585,35.1580385696,6
3532667,32,민락스테이,,"광안리 해변 도보 8분 거리의 부산 감성 숙소입니다.
세심한 어메니티가 준비되어 편안한 스테이를 제공합니다.
넷플릭스, 유튜브 다양한 편의시설과 한국전통놀이 세트도 준비되어 있습니다.",,,20250908125845,20250921220955,,,,6,12,26,500,AC,AC03,AC030400,B02,B0201,B02011200,부산광역시 수영구 민락본동로 28 (민락동),2층 202호,48289,129.1288384100,35.1592487503,6
127149,12,민주공원,"<a href=""http://www.demopark.or.kr/""target=""_blank"" title=""새창 : 민주공원 홈페이지 이동"">http://www.demopark.or.kr/</a>","부마민주항쟁 20주년 기념일인 1999년 10월 16일에 개관한 부산에 있는 민주공원은 4·19 민주혁명과 부마 민주 항쟁 및 6월 항쟁으로 이어져 온 부산시민의 숭고한 희생정신을 기리고 계승 발전시키기 위해 조성하였다. 
민주공원 내부 시설인 민주항쟁기념관 2층에는 상설전시실인 늘 펼쳐보임방이 있고, 3층에는 기획전시실인 잡은펼쳐보임방이 있으며, 1층에는 공연장(큰방, 작은방)이 있어 국제회의와 학술행사, 각종 강연회, 노래와 연극·영화·무용 발표회 등 복합문화공간으로 활용되고 있다. 외부 시설로는 장승터가 있으며 장승터에는 민족통일대장부와 민족평화여장부, 민족통일대장군, 민주평화여장부 등의 장승이 세워져 있으며, 역동적인 행사나 공연이 열리는 야외극장과 민주화 운동 과정 중 돌아가신 분들을 기리는 넋기림마당, 전망대, 4·19 광장 등이 조성되어 있다.",,,20070906090000,20250730154352,http://tong.visitkorea.or.kr/cms/resource/47/3498447_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3498447_image3_1.jpg,Type1,6,15,26,110,VE,VE03,VE030500,A02,A0202,A02020700,부산광역시 중구 민주공원길 19,(영주동),48901,129.0281096457,35.1093802515,6
2868655,39,바로해장,"<a href=""https://www.instagram.com/clean_your_liver/"" target=""_blank"" title=""새창 : 바로해장 인스타그램으로 이동"">https://www.instagram.com/clean_your_liver/</a>","광안리 해수욕장 인근에 위치한 바로해장은 진한 고기 국물의 국밥이 유명한 곳이다. 매일 육향이 가득한 육수를 만들기 위해 소머리 고기와 소갈빗살, 사태, 내포류를 넣고 끓여 진맛을 끓어 올린다. 한 숟가락만 떠먹어도 곧바로 해장이 되어버리는 해장국을 손님에게 제공한다. 바로해장의 대표메뉴는 소 한마리 해장국과 소갈비 수육이다. 해장국은 기본적으로 토렴으로 제공되며, 수육은 뼈를 제거한 소갈빗살 수육으로, 특제 양념과 곁들여 먹는다. 또, 숙성된 고추장양념에 버무린 전라도식 소고기 수육무침으로 함흥냉면 사리와 함께 곁들여 먹는 별미 음식인 수육냉면무침도 인기가 많다. 해장국밥은 육향을 제대로 끌어올리기 위해 많은 양의 고기를 사용하여 적은 향의 육수를 만들어내기 때문에 생산량이 한정되어 있어 포장과 배달 서비스는 불가하다.",,,20221017172021,20250620141928,http://tong.visitkorea.or.kr/cms/resource/30/2868630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2868630_image3_1.jpg,Type3,6,12,26,500,FD,FD01,FD010100,A05,A0502,A05020100,"부산광역시 수영구 광남로94번길 2 (광안동, 광일)",,48303,129.1146787801,35.1501467300,6
2872574,39,박가네순두부,,"부산 신호동에 있는 박가네순두부는 순두부찌개를 시키면 비빔밥이 나오는 것이 이색적인 집이다. 셀프 바의 밑반찬들은 자유로이 이용할 수 있다. 박가네순두부는 다양한 순두부찌개와 함께 국내산 콩으로 직접 만든 두부로 만든 다채로운 요리들을 가성비 좋게 즐길 수 있는 부산 맛집이다. 박가네순두부 바로 앞에 갯벌 체험을 할 수 있는 소담공원이 있어 산책하기도 좋고, 바다도 볼 수 있다.",,,20221021143845,20250708105334,http://tong.visitkorea.or.kr/cms/resource/60/2872560_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/2872560_image3_1.JPG,Type3,6,1,26,440,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 강서구 신호산단1로98번길 91 (신호동),,46760,128.8762264158,35.0808278824,6
2823059,14,박태준기념관,"<a href=""https://www.gijang.go.kr/ptjmemorial/main.do""target=""_blank"" title=""새창: 박태준기념관 홈페이지로 이동"">https://www.gijang.go.kr/ptjmemorial/</a>","부산시 기장군에 위치한 박태준기념관은 대한민국 근현대사에 큰 족적을 남긴 박태준 회장의 업적과 철학, 사상을 기리고자 건립되었다. 기념관에 전시되고 소장된 유물은 일제강점기부터 현대에 이르기까지의 역사와 문화를 알려주고 있다. 기념과 내에 있는 수정원은 곰솔나무와 개잎갈나무 주변을 녹지와 자연석으로 설계하고 건축 입면의 느낌과 바닷가의 풍경을 잘 살려줄 수 있는 식물을 식재하여 봄부터 늦가을까지 계절성을 느낄 수 있는 정원으로  숲의 바람을 즐길 수 있도록 연출되었다. 전시실 내에서도 수정원을 바라볼 수 있도록 하여 수정원과 전시실 그리고 관람객을 하나로 연결해 감동을 관람객 스스로 공유할 수 있도록 조성되었다. 고요한 분위기를 자아내어 일상에 지쳐 사색과 힐링이 필요한 사람들에 추천하는 공간이다.",,,20220608110246,20251204153323,http://tong.visitkorea.or.kr/cms/resource/56/2823056_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2823056_image3_1.jpg,Type1,6,3,26,710,VE,VE07,VE070200,A02,A0206,A02060200,부산광역시 기장군 임랑해안길 1 박태준기념관,,46038,129.2612503134,35.3169141022,6
2756690,39,박해윤통영해물밥상,"<a href=""http://phytongyeongfood.itrocks.kr/"" target=""_blank"" title=""새창 : 박해윤통영해물밥상 사이트로 이동"">http://phytongyeongfood.itrocks.kr/</a>","부산 동래구에 있는 박해윤통영해물밥상은 통영 출신 대표가 운영하고 있다. 생굴과 꼬막은 통영에서 매일 하루 사용분만 직접 수송해 와 신선한 해물을 즐길 수 있다. 주메뉴는 해물밥상, 굴매생이탕, 낙지샤브탕, 생굴 또는 전복 샤브탕이다. ‘어머니가 차려준 밥상’을 추구하는 대표의 경영 철학이 있어 상견례 장소로도 좋다. 2층에는 야외 루프탑이 있어 날씨 좋은 날 홍합밥 한 그릇 먹으며 시원한 바다 내음을 만끽할 수 있다. 천장이 높고 룸이 다양하게 마련되어 있어 가족 단위나 소규모 모임에도 적합한 장소이다.",,,20211013235438,20250116131744,http://tong.visitkorea.or.kr/cms/resource/09/2756909_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2756909_image3_1.jpg,Type3,6,6,26,260,FD,FD01,FD010100,A05,A0502,A05020100,부산광역시 동래구 연안로 38,(안락동),47905,129.1082532132,35.1911614625,6
2787408,39,반송187,"<a href=""http://instagram.com/bansong187_official/"" target=""_blank"" title=""새창 : 반송187 사이트로 이동"">http://instagram.com/bansong187_official/</a>","반송187은 부산에 위치한 전통 한옥 카페로, 주차 공간이 넉넉하고 내부에는 다양한 좌석이 마련되어 있어 편안하게 머무르기 좋다.  정갈하게 쌓아 올린 돌담과 마당 곳곳에 아름답게 피어난 꽃들이 한순간 마음을 편하게 만들어준다. 돌담을 따라 심어진 멋스러운 소나무가 번잡한 도심 풍경을 잊게 만든다. 187라떼는 꼬숩고 진한 맛으로 방문객들에게 호평을 받고 있으며, 한옥의 아름다움과 함께 여유로운 시간을 보낼 수 있는 곳이다.",,,20211207200519,20250828101956,http://tong.visitkorea.or.kr/cms/resource/53/2792153_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2792153_image3_1.jpg,Type3,6,16,26,350,FD,FD05,FD050100,A05,A0502,A05020900,부산광역시 해운대구 신반송로182번길 2-15 (반송동),,48011,129.1608948106,35.2291387386,6
2875862,38,반송3동골목시장,,"반송골목시장은 부산광역시 해운대구 반송3동에 위치한 상가형 시장으로, 생활밀착형 전통시장이다. 이 시장은 2006년에 처음 문을 열었으며, 현재는 약 100여 개의 점포들이 길게 이어진 형태로 구성되어 있다. 주로 농산물, 수산물, 축산물 등 신선식품과 다양한 생필품을 중심으로 판매하고 있어, 인근 주민들의 생활에 밀접하게 연관되어 있다. 시장 주변에 주택단지가 형성되어 있어 단골 고객도 많은 편이다. 반송2동 골목시장과도 인접해 있어 두 시장을 연계하여 이용하는 경우도 있다. 또한 시장 근처에 공영주차장이 마련되어 있어 차량을 이용한 방문도 가능하다.",,,20221026131833,20250704094052,http://tong.visitkorea.or.kr/cms/resource/50/2875850_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/50/2875850_image3_1.JPG,Type3,6,16,26,350,SH,SH06,SH060200,A04,A0401,A04010200,부산광역시 해운대구 아랫반송로39번길 18-12 신발집,,48019,129.1503819766,35.2240446703,6
